City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
612,Sturgeon Bay,US,66.22,fog,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
615,Aloleng,PH,80.17,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
622,Fez,MA,68.25,broken clouds,34.0372,-4.9998,Hotel Mounia Fès
624,Kismayo,SO,77.29,scattered clouds,-0.3582,42.5454,Agan-Hotel
630,Panguna,PG,68.83,overcast clouds,-6.3164,155.4848,
631,Scottsbluff,US,81.79,clear sky,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
634,Majene,ID,76.8,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
636,Muskogee,US,81.45,broken clouds,35.5834,-95.3336,
637,Camana,PE,64.02,broken clouds,-16.6228,-72.7111,Hostal Morales
638,Gorontalo,ID,75.54,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
641,Nioro,GM,81.57,few clouds,13.35,-15.75,
643,Mercedes,AR,63.86,scattered clouds,-34.6515,-59.4307,Posada del Inti Centro
648,Santa Maria,BR,67.1,overcast clouds,-29.6842,-53.8069,Hotel Morotin
649,Conakry,GN,82.47,broken clouds,9.538,-13.6773,Riviera Royal Hotel
650,Boyuibe,BO,61.54,broken clouds,-20.4167,-63.2833,Residencial Eluzai
652,Merauke,ID,75.83,overcast clouds,-8.4667,140.3333,
654,Nador,MA,70.05,clear sky,35.174,-2.9287,Hôtel La Giralda
656,Karaton,ID,80.96,broken clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
659,San Policarpo,PH,81.3,heavy intensity rain,12.1791,125.5072,Manong Aklan Resort
662,Namanga,KE,72.68,overcast clouds,-2.5433,36.7905,Hillsgate Home
664,Natal,BR,83.05,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
665,Dali,CN,60.28,scattered clouds,25.7,100.1833,Dali Travelling With Hostel
667,Nayoro,JP,63.16,moderate rain,44.3506,142.4578,大雪荘
668,Tarata,BO,76.68,clear sky,-17.6167,-66.0167,Alojamiento IV Centenario
673,Bafra,TR,61.83,broken clouds,41.5678,35.9069,Sevgi Otel
675,General Roca,AR,67.3,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
676,Sola,VU,79.65,scattered clouds,-13.8833,167.55,Leumerus Bungalows
677,Darien,US,77.14,broken clouds,41.752,-87.974,La Quinta Inn by Wyndham Chicago Willowbrook
678,Sao Filipe,CV,80.38,overcast clouds,14.8961,-24.4956,Hotel Xaguate
679,Makueni,KE,66.69,overcast clouds,-1.8041,37.6203,WOTE TECHNICAL HOSTELS
680,Mungaoli,IN,77.85,clear sky,24.4167,78.1,Rajendra Marriage Garden
681,Porto Belo,BR,75.18,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
682,Buraydah,SA,83.37,clear sky,26.326,43.975,فندق راحة السلام
684,Mitu,CO,83.14,overcast clouds,1.1983,-70.1733,
686,Jalu,LY,74.97,clear sky,29.0331,21.5482,صاحبة الفخامة
688,Dibulla,CO,83.71,overcast clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
690,Cochrane,CA,70.43,clear sky,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
691,Tiznit,MA,62.53,overcast clouds,29.5833,-9.5,
692,Manadhoo,MV,82.22,few clouds,5.7667,73.3833,Vevu Guesthouse
697,Crestview,US,82.58,overcast clouds,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
699,Zaria,NG,78.96,scattered clouds,11.1113,7.7227,Nubapoly Guest Inn
700,Puerto Del Rosario,ES,73.15,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
701,Ahuimanu,US,82.45,light rain,21.4447,-157.8378,Paradise Bay Resort
702,Xichang,CN,62.64,few clouds,27.8964,102.2634,Xichang ibis Hotel
703,Dubrovnik,HR,62.24,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
704,Port Said,EG,75.0,clear sky,31.2565,32.2841,Aracan Hotel
705,Kipini,KE,77.29,broken clouds,-2.5257,40.5262,Delta Sea Mall
706,Burley,US,74.68,few clouds,42.5357,-113.7928,Fairfield Inn & Suites by Marriott Burley
707,Howard Springs,AU,80.51,broken clouds,-12.497,131.047,buffalo beach hostel
708,Bulungu,CD,70.86,light rain,-4.55,18.6,
710,Rustenburg,ZA,64.74,clear sky,-25.6676,27.2421,Rustenburg Boutique Hotel
